,Column_1,Column_2,Column_3
1964,CoryMillsFL,CoryMillsFL,Tweet
1965,smlrun,NewDay,Reply
1966,carrieholmesB,elianayjohnson,Retweet
1967,elianayjohnson,elianayjohnson,Tweet
1968,provider808,HawleyMO,Retweet
1969,HawleyMO,HawleyMO,Tweet
1970,retrogr35664579,Cernovich,Retweet
1971,Cernovich,Cernovich,Tweet
1972,iknowrightk,dcexaminer,Retweet
1973,dcexaminer,dcexaminer,Tweet
1974,baber_naqvi,mikepompeo,Retweet
1975,mikepompeo,mikepompeo,Tweet
1976,AnthonyAbides,JerryDunleavy,Retweet
1977,JerryDunleavy,JerryDunleavy,Tweet
1978,snowman10022002,RepFranklin,Retweet
1979,RepFranklin,RepFranklin,Tweet
1980,WRudhman,Cernovich,Retweet
1981,Cernovich,Cernovich,Tweet
1982,angieLovesUSA,domenicadelia22,Retweet
1983,domenicadelia22,domenicadelia22,Tweet
1984,Stillhe77170033,RepLeeZeldin,Retweet
1985,RepLeeZeldin,RepLeeZeldin,Tweet
1986,OrganicApples63,Cernovich,Retweet
1987,Cernovich,Cernovich,Tweet
1988,TamaraW86146879,Jereme45,Retweet
1989,Jereme45,Jereme45,Tweet
1990,heiser_jan,Cernovich,Retweet
1991,Cernovich,Cernovich,Tweet
1992,leungmelvin1,mikepompeo,Retweet
1993,mikepompeo,mikepompeo,Tweet
1994,Pamsta67,HawleyMO,Retweet
1995,HawleyMO,HawleyMO,Tweet
1996,BellaBe63637273,Jereme45,Retweet
1997,Jereme45,Jereme45,Tweet
1998,D19z7,StephenKing,Reply
1999,YASSQUEEN13,YASSQUEEN13,Tweet
2000,Cassand76234017,RepFranklin,Retweet
2001,RepFranklin,RepFranklin,Tweet
2002,reagan80mom1,Jereme45,Retweet
2003,Jereme45,Jereme45,Tweet
2004,D19z7,StephenKing,Reply
2005,DodgerBill4,Jereme45,Retweet
2006,Jereme45,Jereme45,Tweet
2007,Suzume_chan007,Suzume_chan007,Tweet
2008,sickofinsanity,CoryMillsFL,Retweet
2009,CoryMillsFL,CoryMillsFL,Tweet
2010,xxhiattexx,RepFranklin,Retweet
2011,RepFranklin,RepFranklin,Tweet
2012,leyli_sadat,IvoTONIUT,Retweet
2013,IvoTONIUT,IvoTONIUT,Tweet
2014,CelestineJSchn3,RepFranklin,Retweet
2015,RepFranklin,RepFranklin,Tweet
2016,Robsgirl7591,HawleyMO,Retweet
2017,HawleyMO,HawleyMO,Tweet
2018,IvoTONIUT,IvoTONIUT,Retweet
2019,IvoTONIUT,IvoTONIUT,Tweet
2020,RisksAssociated,RisksAssociated,Tweet
2021,nicks_nancy,RepFranklin,Retweet
2022,RepFranklin,RepFranklin,Tweet
2023,Snoopy26633818,HawleyMO,Retweet
2024,HawleyMO,HawleyMO,Tweet
2025,DarthGamer73,NancyTabak,Reply
2026,DarthGamer73,mcspocky,Reply
2027,CommonS07025819,jimmichael720,Retweet
2028,jimmichael720,jimmichael720,Tweet
2029,IvoTONIUT,IvoTONIUT,Tweet
2030,DMarie1953,Cernovich,Retweet
2031,Cernovich,Cernovich,Tweet
2032,GeromanAT,EndiZentarmi,Retweet
2033,EndiZentarmi,EndiZentarmi,Tweet
2034,EgoAltered02,RepFranklin,Retweet
2035,RepFranklin,RepFranklin,Tweet
2036,Bobbi12410363,Cernovich,Retweet
2037,Cernovich,Cernovich,Tweet
2038,MartyBassett,GOPChairwoman,Retweet
2039,GOPChairwoman,GOPChairwoman,Tweet
2040,MarleneGrim1,bennyjohnson,Retweet
2041,bennyjohnson,bennyjohnson,Tweet
2042,DarthGamer73,NancyTabak,Reply
2043,DarthGamer73,mcspocky,Reply
2044,CommonS07025819,jimmichael720,Retweet
2045,jimmichael720,jimmichael720,Tweet
2046,IvoTONIUT,IvoTONIUT,Tweet
2047,DMarie1953,Cernovich,Retweet
2048,Cernovich,Cernovich,Tweet
2049,GeromanAT,EndiZentarmi,Retweet
2050,EndiZentarmi,EndiZentarmi,Tweet
2051,EgoAltered02,RepFranklin,Retweet
2052,RepFranklin,RepFranklin,Tweet
2053,Bobbi12410363,Cernovich,Retweet
2054,Cernovich,Cernovich,Tweet
2055,MartyBassett,GOPChairwoman,Retweet
2056,GOPChairwoman,GOPChairwoman,Tweet
2057,MarleneGrim1,bennyjohnson,Retweet
2058,bennyjohnson,bennyjohnson,Tweet
2059,TheWaProudAunt,RepFranklin,Retweet
2060,RepFranklin,RepFranklin,Tweet
2061,pjchougule,"JoeBiden,",Mention
2062,DDawgMann,RSBNetwork,Retweet
2063,RSBNetwork,RSBNetwork,Tweet
2064,andy_eattherich,michael_david41,Reply
2065,andy_eattherich,AOC,Reply
2066,vikram_Singh002,NikkiHaley,Retweet
2067,NikkiHaley,NikkiHaley,Tweet
2068,PuisSammy,Mattallica17,Retweet
2069,Mattallica17,Mattallica17,Tweet
2070,ReneMaritz2,Cernovich,Retweet
2071,Cernovich,Cernovich,Tweet
2072,LeftyBotty,ActionTime,Retweet
2073,ActionTime,ActionTime,Tweet
2074,James59270371,RepLeeZeldin,Retweet
2075,RepLeeZeldin,RepLeeZeldin,Tweet
2076,kiatt001,HawleyMO,Retweet
2077,HawleyMO,HawleyMO,Tweet
2078,janeyK_KAG,Mattallica17,Retweet
2079,Mattallica17,Mattallica17,Tweet
2080,Clint4USA,Cernovich,Retweet
2081,Cernovich,Cernovich,Tweet
2082,OnalaskaGarry,Cernovich,Retweet
2083,Cernovich,Cernovich,Tweet
2084,thesaintforever,Cernovich,Retweet
2085,Cernovich,Cernovich,Tweet
2086,davidpo10656244,davidpo10656244,Retweet
2087,davidpo10656244,davidpo10656244,Tweet
2088,JohnStrand11,JohnStrand11,Tweet
2089,interest_uk,interest_uk,Tweet
2090,oberly_colleen,RepFranklin,Retweet
2091,RepFranklin,RepFranklin,Tweet
2092,ActionTime,ActionTime,Tweet
2093,WizePenguin,WizePenguin,Tweet
2094,johnpetrey,RepFranklin,Retweet
2095,RepFranklin,RepFranklin,Tweet
2096,BethKaras3,HawleyMO,Retweet
2097,HawleyMO,HawleyMO,Tweet
2098,davidpo10656244,davidpo10656244,Tweet
2099,BethKaras3,HawleyMO,Retweet
2100,HawleyMO,HawleyMO,Tweet
2101,SteveBa87363817,glennbeck,Retweet
2102,glennbeck,glennbeck,Tweet
2103,conndec,Cernovich,Retweet
2104,Cernovich,Cernovich,Tweet
2105,henri1746,henri1746,Tweet
2106,arvayo_ema,Cernovich,Retweet
2107,Cernovich,Cernovich,Tweet
2108,EndiZentarmi,EndiZentarmi,Tweet
2109,DonnaRocky1,RepLeeZeldin,Retweet
2110,RepLeeZeldin,RepLeeZeldin,Tweet
2111,marlow1671,Cernovich,Retweet
2112,Cernovich,Cernovich,Tweet
2113,davidpo10656244,davidpo10656244,Tweet
2114,linda1974a,Cernovich,Retweet
2115,Cernovich,Cernovich,Tweet
2116,FaisalBongobong,puffin1952,Retweet
2117,puffin1952,puffin1952,Tweet
2118,depriest_kevin,jalen_drummond,Retweet
2119,jalen_drummond,jalen_drummond,Tweet
2120,Freedom5019,w_terrence,Retweet
2121,w_terrence,w_terrence,Tweet
2122,senatehub,Cernovich,Retweet
2123,Cernovich,Cernovich,Tweet
2124,MarleneGrim1,HawleyMO,Retweet
2125,HawleyMO,HawleyMO,Tweet
2126,ShellbackGolden,RepLeeZeldin,Retweet
2127,RepLeeZeldin,RepLeeZeldin,Tweet
2128,WizePenguin,WizePenguin,Tweet
2129,WizePenguin,WizePenguin,Tweet
2130,kabulii,kristina_wong,Retweet
2131,kristina_wong,kristina_wong,Tweet
2132,kabulii,kristina_wong,Retweet
2133,kristina_wong,kristina_wong,Tweet
2134,GIANT918,Cernovich,Retweet
2135,Cernovich,Cernovich,Tweet
2136,WizePenguin,WizePenguin,Tweet
2137,Spencz1997,CNNSitRoom,Retweet
2138,CNNSitRoom,CNNSitRoom,Tweet
2139,ehivyrocco,RepFranklin,Retweet
2140,RepFranklin,RepFranklin,Tweet
2141,akamaigirl1,HawleyMO,Retweet
2142,HawleyMO,HawleyMO,Tweet
2143,BLFASTLUBE,BLFASTLUBE,Tweet
2144,MarleneGrim1,HawleyMO,Retweet
2145,HawleyMO,HawleyMO,Tweet
2146,telecomsreg,telecomsreg,Tweet
2147,puffin1952,puffin1952,Tweet
2148,DirtRockr,Cernovich,Retweet
2149,Cernovich,Cernovich,Tweet
2150,E_Stasz,CawthornforNC,Retweet
2151,CawthornforNC,CawthornforNC,Tweet
2152,WizePenguin,WizePenguin,Tweet
2153,setareh99075610,mdubowitz,Retweet
2154,mdubowitz,mdubowitz,Tweet
2155,txgbnr,Jereme45,Retweet
2156,Jereme45,Jereme45,Tweet
2157,sibocilbebal,flopia54,Retweet
2158,flopia54,flopia54,Tweet
2159,Smurfette913,Cernovich,Retweet
2160,Cernovich,Cernovich,Tweet
2161,hithere70,Cernovich,Retweet
2162,Cernovich,Cernovich,Tweet
2163,Mycrittersmom,HawleyMO,Retweet
2164,HawleyMO,HawleyMO,Tweet
2165,jamescounihan1,TomPorterDC,Retweet
2166,TomPorterDC,TomPorterDC,Tweet
2167,JoyceBruns,NikkiHaley,Retweet
2168,NikkiHaley,NikkiHaley,Tweet
2169,Ehsan_Ghamkhor,SecBlinken,Reply
2170,I_amlight__,NikkiHaley,Retweet
2171,NikkiHaley,NikkiHaley,Tweet
2172,RedRocketBlast,Cernovich,Retweet
2173,Cernovich,Cernovich,Tweet
2174,barney_nipples,Cernovich,Retweet
2175,Cernovich,Cernovich,Tweet
2176,TerryHammons1,Cernovich,Retweet
2177,Cernovich,Cernovich,Tweet
2178,oledi45,oledi45,Tweet
2179,flopia54,flopia54,Tweet
2180,TribalJourno,ZaknafeinDC,Retweet
2181,ZaknafeinDC,ZaknafeinDC,Tweet
2182,ronsrons123,joshua_landis,Retweet
2183,joshua_landis,joshua_landis,Tweet
2184,oledi45,oledi45,Tweet
2185,Last2ndFleetCMC,dcexaminer,Retweet
2186,dcexaminer,dcexaminer,Tweet
2187,Gregory78534010,BBCWorld,Reply
2188,Rifleman4WVU,dhatfield,Retweet
2189,dhatfield,dhatfield,Tweet
2190,thebitc68134788,Jereme45,Retweet
2191,Jereme45,Jereme45,Tweet
2192,dhatfield,"HawleyMO,",Mention
2193,admz767671,mikepompeo,Retweet
2194,mikepompeo,mikepompeo,Tweet
2195,Jack54962746,Cernovich,Retweet
2196,Cernovich,Cernovich,Tweet
2197,rocke_rocket,RepFranklin,Retweet
2198,RepFranklin,RepFranklin,Tweet
2199,kimspence,RNCResearch,Retweet
2200,RNCResearch,RNCResearch,Tweet
2201,warnmich31,SenatorSinema,Reply
2202,warnmich31,POTUS,Reply
2203,OmidFarooq,ForeignPolicy,Retweet
2204,ForeignPolicy,ForeignPolicy,Tweet
2205,CommonS07025819,jimmichael720,Retweet
2206,jimmichael720,jimmichael720,Tweet
2207,IvoTONIUT,IvoTONIUT,Tweet
2208,DMarie1953,Cernovich,Retweet
2209,Cernovich,Cernovich,Tweet
2210,GeromanAT,EndiZentarmi,Retweet
2211,EndiZentarmi,EndiZentarmi,Tweet
2212,EgoAltered02,RepFranklin,Retweet
2213,RepFranklin,RepFranklin,Tweet
2214,Bobbi12410363,Cernovich,Retweet
2215,Cernovich,Cernovich,Tweet
2216,MartyBassett,GOPChairwoman,Retweet
2217,GOPChairwoman,GOPChairwoman,Tweet
2218,MarleneGrim1,bennyjohnson,Retweet
2219,bennyjohnson,bennyjohnson,Tweet
2220,TheWaProudAunt,RepFranklin,Retweet
2221,RepFranklin,RepFranklin,Tweet
2222,pjchougule,"JoeBiden,",Mention
2223,DDawgMann,RSBNetwork,Retweet
2224,RSBNetwork,RSBNetwork,Tweet
2225,andy_eattherich,michael_david41,Reply
2226,andy_eattherich,AOC,Reply
2227,vikram_Singh002,NikkiHaley,Retweet
2228,NikkiHaley,NikkiHaley,Tweet
2229,PuisSammy,Mattallica17,Retweet
2230,Mattallica17,Mattallica17,Tweet
2231,ReneMaritz2,Cernovich,Retweet
2232,Cernovich,Cernovich,Tweet
2233,LeftyBotty,ActionTime,Retweet
2234,ActionTime,ActionTime,Tweet
2235,James59270371,RepLeeZeldin,Retweet
2236,RepLeeZeldin,RepLeeZeldin,Tweet
2237,kiatt001,HawleyMO,Retweet
2238,HawleyMO,HawleyMO,Tweet
2239,janeyK_KAG,Mattallica17,Retweet
2240,Mattallica17,Mattallica17,Tweet
2241,Clint4USA,Cernovich,Retweet
2242,Cernovich,Cernovich,Tweet
2243,OnalaskaGarry,Cernovich,Retweet
2244,Cernovich,Cernovich,Tweet
2245,thesaintforever,Cernovich,Retweet
2246,Cernovich,Cernovich,Tweet
2247,davidpo10656244,davidpo10656244,Retweet
2248,davidpo10656244,davidpo10656244,Tweet
2249,JohnStrand11,JohnStrand11,Tweet
2250,interest_uk,interest_uk,Tweet
2251,oberly_colleen,RepFranklin,Retweet
2252,RepFranklin,RepFranklin,Tweet
2253,ActionTime,ActionTime,Tweet
2254,WizePenguin,WizePenguin,Tweet
2255,johnpetrey,RepFranklin,Retweet
2256,RepFranklin,RepFranklin,Tweet
2257,BethKaras3,HawleyMO,Retweet
2258,HawleyMO,HawleyMO,Tweet
2259,davidpo10656244,davidpo10656244,Tweet
2260,BethKaras3,HawleyMO,Retweet
2261,HawleyMO,HawleyMO,Tweet
2262,SteveBa87363817,glennbeck,Retweet
2263,glennbeck,glennbeck,Tweet
2264,conndec,Cernovich,Retweet
2265,Cernovich,Cernovich,Tweet
2266,henri1746,henri1746,Tweet
2267,arvayo_ema,Cernovich,Retweet
2268,Cernovich,Cernovich,Tweet
2269,EndiZentarmi,EndiZentarmi,Tweet
2270,DonnaRocky1,RepLeeZeldin,Retweet
2271,RepLeeZeldin,RepLeeZeldin,Tweet
2272,marlow1671,Cernovich,Retweet
2273,Cernovich,Cernovich,Tweet
2274,davidpo10656244,davidpo10656244,Tweet
2275,linda1974a,Cernovich,Retweet
2276,Cernovich,Cernovich,Tweet
2277,FaisalBongobong,puffin1952,Retweet
2278,puffin1952,puffin1952,Tweet
2279,depriest_kevin,jalen_drummond,Retweet
2280,jalen_drummond,jalen_drummond,Tweet
2281,Freedom5019,w_terrence,Retweet
2282,w_terrence,w_terrence,Tweet
2283,senatehub,Cernovich,Retweet
2284,Cernovich,Cernovich,Tweet
2285,MarleneGrim1,HawleyMO,Retweet
2286,HawleyMO,HawleyMO,Tweet
2287,ShellbackGolden,RepLeeZeldin,Retweet
2288,RepLeeZeldin,RepLeeZeldin,Tweet
2289,WizePenguin,WizePenguin,Tweet
2290,WizePenguin,WizePenguin,Tweet
2291,kabulii,kristina_wong,Retweet
2292,kristina_wong,kristina_wong,Tweet
2293,kabulii,kristina_wong,Retweet
2294,kristina_wong,kristina_wong,Tweet
2295,GIANT918,Cernovich,Retweet
2296,Cernovich,Cernovich,Tweet
2297,WizePenguin,WizePenguin,Tweet
2298,Spencz1997,CNNSitRoom,Retweet
2299,CNNSitRoom,CNNSitRoom,Tweet
2300,ehivyrocco,RepFranklin,Retweet
2301,RepFranklin,RepFranklin,Tweet
2302,akamaigirl1,HawleyMO,Retweet
2303,HawleyMO,HawleyMO,Tweet
2304,BLFASTLUBE,BLFASTLUBE,Tweet
2305,MarleneGrim1,HawleyMO,Retweet
2306,HawleyMO,HawleyMO,Tweet
2307,telecomsreg,telecomsreg,Tweet
2308,puffin1952,puffin1952,Tweet
2309,DirtRockr,Cernovich,Retweet
2310,Cernovich,Cernovich,Tweet
2311,E_Stasz,CawthornforNC,Retweet
2312,CawthornforNC,CawthornforNC,Tweet
2313,WizePenguin,WizePenguin,Tweet
2314,setareh99075610,mdubowitz,Retweet
2315,mdubowitz,mdubowitz,Tweet
2316,txgbnr,Jereme45,Retweet
2317,Jereme45,Jereme45,Tweet
2318,sibocilbebal,flopia54,Retweet
2319,flopia54,flopia54,Tweet
2320,Smurfette913,Cernovich,Retweet
2321,Cernovich,Cernovich,Tweet
2322,hithere70,Cernovich,Retweet
2323,Cernovich,Cernovich,Tweet
2324,Mycrittersmom,HawleyMO,Retweet
2325,HawleyMO,HawleyMO,Tweet
2326,jamescounihan1,TomPorterDC,Retweet
2327,TomPorterDC,TomPorterDC,Tweet
2328,JoyceBruns,NikkiHaley,Retweet
2329,NikkiHaley,NikkiHaley,Tweet
2330,Ehsan_Ghamkhor,SecBlinken,Reply
2331,I_amlight__,NikkiHaley,Retweet
2332,NikkiHaley,NikkiHaley,Tweet
2333,RedRocketBlast,Cernovich,Retweet
2334,Cernovich,Cernovich,Tweet
2335,barney_nipples,Cernovich,Retweet
2336,Cernovich,Cernovich,Tweet
2337,TerryHammons1,Cernovich,Retweet
2338,Cernovich,Cernovich,Tweet
2339,oledi45,oledi45,Tweet
2340,flopia54,flopia54,Tweet
2341,TribalJourno,ZaknafeinDC,Retweet
2342,ZaknafeinDC,ZaknafeinDC,Tweet
2343,ronsrons123,joshua_landis,Retweet
2344,joshua_landis,joshua_landis,Tweet
2345,oledi45,oledi45,Tweet
2346,Last2ndFleetCMC,dcexaminer,Retweet
2347,dcexaminer,dcexaminer,Tweet
2348,Gregory78534010,BBCWorld,Reply
2349,Rifleman4WVU,dhatfield,Retweet
2350,dhatfield,dhatfield,Tweet
2351,thebitc68134788,Jereme45,Retweet
2352,Jereme45,Jereme45,Tweet
2353,dhatfield,"HawleyMO,",Mention
2354,admz767671,mikepompeo,Retweet
2355,mikepompeo,mikepompeo,Tweet
2356,Jack54962746,Cernovich,Retweet
2357,Cernovich,Cernovich,Tweet
2358,rocke_rocket,RepFranklin,Retweet
2359,RepFranklin,RepFranklin,Tweet
2360,kimspence,RNCResearch,Retweet
2361,RNCResearch,RNCResearch,Tweet
2362,warnmich31,SenatorSinema,Reply
2363,warnmich31,POTUS,Reply
2364,OmidFarooq,ForeignPolicy,Retweet
2365,ForeignPolicy,ForeignPolicy,Tweet
2366,Gerardo86769852,Cernovich,Retweet
2367,Cernovich,Cernovich,Tweet
2368,hithere70,Cernovich,Retweet
2369,Cernovich,Cernovich,Tweet
2370,Mycrittersmom,HawleyMO,Retweet
2371,HawleyMO,HawleyMO,Tweet
2372,jamescounihan1,TomPorterDC,Retweet
2373,TomPorterDC,TomPorterDC,Tweet
2374,JoyceBruns,NikkiHaley,Retweet
2375,NikkiHaley,NikkiHaley,Tweet
2376,Ehsan_Ghamkhor,SecBlinken,Reply
2377,I_amlight__,NikkiHaley,Retweet
2378,NikkiHaley,NikkiHaley,Tweet
2379,RedRocketBlast,Cernovich,Retweet
2380,Cernovich,Cernovich,Tweet
2381,barney_nipples,Cernovich,Retweet
2382,Cernovich,Cernovich,Tweet
2383,TerryHammons1,Cernovich,Retweet
2384,Cernovich,Cernovich,Tweet
2385,oledi45,oledi45,Tweet
2386,flopia54,flopia54,Tweet
2387,TribalJourno,ZaknafeinDC,Retweet
2388,ZaknafeinDC,ZaknafeinDC,Tweet
2389,ronsrons123,joshua_landis,Retweet
2390,joshua_landis,joshua_landis,Tweet
2391,oledi45,oledi45,Tweet
2392,Last2ndFleetCMC,dcexaminer,Retweet
2393,dcexaminer,dcexaminer,Tweet
2394,Gregory78534010,BBCWorld,Reply
2395,Rifleman4WVU,dhatfield,Retweet
2396,dhatfield,dhatfield,Tweet
2397,thebitc68134788,Jereme45,Retweet
2398,Jereme45,Jereme45,Tweet
2399,dhatfield,"HawleyMO,",Mention
2400,admz767671,mikepompeo,Retweet
2401,mikepompeo,mikepompeo,Tweet
2402,Jack54962746,Cernovich,Retweet
2403,Cernovich,Cernovich,Tweet
2404,rocke_rocket,RepFranklin,Retweet
2405,RepFranklin,RepFranklin,Tweet
2406,kimspence,RNCResearch,Retweet
2407,RNCResearch,RNCResearch,Tweet
2408,warnmich31,SenatorSinema,Reply
2409,warnmich31,POTUS,Reply
2410,OmidFarooq,ForeignPolicy,Retweet
2411,ForeignPolicy,ForeignPolicy,Tweet
2412,Gerardo86769852,Cernovich,Retweet
2413,Cernovich,Cernovich,Tweet
2414,DianneCaudle10,Cernovich,Retweet
2415,Cernovich,Cernovich,Tweet
2416,MOS58111,MOS58111,Tweet
2417,Harrison_A_777,HananyaNaftali,Retweet
2418,HananyaNaftali,HananyaNaftali,Tweet
2419,BiDoxLLC,Kredo0,Retweet
2420,Kredo0,Kredo0,Tweet
2421,babgocubs,Cernovich,Retweet
2422,Cernovich,Cernovich,Tweet
2423,merissahamilton,Cernovich,Retweet
2424,Cernovich,Cernovich,Tweet
2425,rusnsusan,RepFranklin,Retweet
2426,RepFranklin,RepFranklin,Tweet
2427,Ariadi45228529,dcexaminer,Retweet
2428,dcexaminer,dcexaminer,Tweet
2429,BarnyardBovine,Bognet4congress,Reply
2430,FidTradZ101,HawleyMO,Retweet
2431,HawleyMO,HawleyMO,Tweet
2432,PcPati,Cernovich,Retweet
2433,Cernovich,Cernovich,Tweet
2434,I_shiht_zu_not,HawleyMO,Retweet
2435,HawleyMO,HawleyMO,Tweet
2436,lisaannwersing1,PrincessTerm,Retweet
2437,PrincessTerm,PrincessTerm,Tweet
2438,WalkingCrow2,Cernovich,Retweet
2439,Cernovich,Cernovich,Tweet
2440,vmetu,Cernovich,Retweet
2441,Cernovich,Cernovich,Tweet
2442,RaymondYos,Cernovich,Retweet
2443,Cernovich,Cernovich,Tweet
2444,AlexanderKarap5,AlexanderKarap5,Tweet
2445,LaurieDevore,RepLeeZeldin,Retweet
2446,RepLeeZeldin,RepLeeZeldin,Tweet
2447,jonathankwong04,ForeignPolicy,Retweet
2448,ForeignPolicy,ForeignPolicy,Tweet
2449,westld24,RepFranklin,Retweet
2450,RepFranklin,RepFranklin,Tweet
2451,deb_sadie,RepDLesko,Retweet
2452,RepDLesko,RepDLesko,Tweet
2453,MauryO,Cernovich,Retweet
2454,Cernovich,Cernovich,Tweet
2455,galleryatkingst,Cernovich,Retweet
2456,Cernovich,Cernovich,Tweet
2457,fbelad,CawthornforNC,Retweet
2458,CawthornforNC,CawthornforNC,Tweet
2459,Chancesmom234,Cernovich,Retweet
2460,Cernovich,Cernovich,Tweet
2461,Divin3Fort3,kayleighmcenany,Retweet
2462,kayleighmcenany,kayleighmcenany,Tweet
2463,barrykewg,Cernovich,Retweet
2464,Cernovich,Cernovich,Tweet
2465,Gildarts_is_op,Cernovich,Retweet
2466,Cernovich,Cernovich,Tweet
2467,DanFined,for_americans,Retweet
2468,for_americans,for_americans,Tweet
2469,mikkel_chandler,RepFranklin,Retweet
2470,RepFranklin,RepFranklin,Tweet
2471,IlyaB700,mikepompeo,Retweet
2472,mikepompeo,mikepompeo,Tweet
2473,ClareIN_CALI,dcexaminer,Retweet
2474,dcexaminer,dcexaminer,Tweet
2475,ccayton06,Cernovich,Retweet
2476,Cernovich,Cernovich,Tweet
2477,BeFairToTrump,dcexaminer,Retweet
2478,dcexaminer,dcexaminer,Tweet
2479,dcexaminer,dcexaminer,Tweet
2480,PattiMotley2,mikepompeo,Retweet
2481,mikepompeo,mikepompeo,Tweet
2482,LindaRasell8,Cernovich,Retweet
2483,Cernovich,Cernovich,Tweet
2484,RecallGavs,RepFranklin,Retweet
2485,RepFranklin,RepFranklin,Tweet
2486,timelessmercury,theMRC,Retweet
2487,theMRC,theMRC,Tweet
2488,ConnorBurnsUSA,CoryMillsFL,Retweet
2489,CoryMillsFL,CoryMillsFL,Tweet
2490,ConnorBurnsUSA,MillsForFlorida,Retweet
2491,MillsForFlorida,MillsForFlorida,Tweet
2492,reeeeereeeeee2,Cernovich,Retweet
2493,Cernovich,Cernovich,Tweet
2494,ImHereForTrump,Cernovich,Retweet
2495,Cernovich,Cernovich,Tweet
2496,AmericaRising17,dYu7vug97v2Qcqh,Retweet
2497,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2498,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2499,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2500,dYu7vug97v2Qcqh,DonaldJTrumpJr,Reply
2501,chalko91,Cernovich,Retweet
2502,Cernovich,Cernovich,Tweet
2503,WithXS,Cernovich,Retweet
2504,Cernovich,Cernovich,Tweet
2505,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2506,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2507,exmalecugar,STVNews,Reply
2508,dYu7vug97v2Qcqh,JesseKellyDC,Reply
2509,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2510,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2511,DrWhoIsMyName1,DrWhoIsMyName1,Tweet
2512,dYu7vug97v2Qcqh,ColumbiaBugle,Reply
2513,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Retweet
2514,dYu7vug97v2Qcqh,dYu7vug97v2Qcqh,Tweet
2515,dYu7vug97v2Qcqh,johncardillo,Reply
2516,dYu7vug97v2Qcqh,GOPLeader,Reply
2517,elio_marchesi,bennyjohnson,Retweet
2518,bennyjohnson,bennyjohnson,Tweet
2519,_HamzaN_,_HamzaN_,Tweet
2520,TerribleJesse,Cernovich,Retweet
2521,Cernovich,Cernovich,Tweet
2522,outsidethedcbox,RepLeeZeldin,Retweet
2523,RepLeeZeldin,RepLeeZeldin,Tweet
2524,AnndeRoo,kayleighmcenany,Reply
2525,seancaseyshow,seancaseyshow,Tweet
2526,dreed9665,Cernovich,Retweet
2527,Cernovich,Cernovich,Tweet
2528,Cmdr10HenryRet,Cernovich,Retweet
2529,Cernovich,Cernovich,Tweet
2530,TrustThePeople2,OliverLNorth,Retweet
2531,OliverLNorth,OliverLNorth,Tweet
2532,ArcudijHawrylak,PolitiFact,Retweet
2533,PolitiFact,PolitiFact,Tweet
2534,freedomUSATRUMP,Cernovich,Retweet
2535,Cernovich,Cernovich,Tweet
2536,ve10ve,euamiri,Retweet
2537,euamiri,euamiri,Tweet
2538,Johnnes56122312,Cernovich,Retweet
2539,Cernovich,Cernovich,Tweet
2540,marciatcarter,Jereme45,Retweet
2541,Jereme45,Jereme45,Tweet
2542,OgdenTennis,RepFranklin,Retweet
2543,RepFranklin,RepFranklin,Tweet
2544,SmithTope,bennyjohnson,Retweet
2545,bennyjohnson,bennyjohnson,Tweet
2546,ModratM,RepFranklin,Retweet
2547,RepFranklin,RepFranklin,Tweet
2548,1AlexSutcliffe,o33ultrebel,Retweet
2549,o33ultrebel,o33ultrebel,Tweet
2550,Mycrittersmom,HawleyMO,Retweet
2551,HawleyMO,HawleyMO,Tweet
2552,jamescounihan1,TomPorterDC,Retweet
2553,TomPorterDC,TomPorterDC,Tweet
2554,JoyceBruns,NikkiHaley,Retweet
2555,NikkiHaley,NikkiHaley,Tweet
2556,Ehsan_Ghamkhor,SecBlinken,Reply
2557,I_amlight__,NikkiHaley,Retweet
2558,NikkiHaley,NikkiHaley,Tweet
2559,RedRocketBlast,Cernovich,Retweet
2560,Cernovich,Cernovich,Tweet
2561,barney_nipples,Cernovich,Retweet
2562,Cernovich,Cernovich,Tweet
2563,TerryHammons1,Cernovich,Retweet
2564,Cernovich,Cernovich,Tweet
2565,oledi45,oledi45,Tweet
2566,flopia54,flopia54,Tweet
2567,TribalJourno,ZaknafeinDC,Retweet
2568,ZaknafeinDC,ZaknafeinDC,Tweet
2569,ronsrons123,joshua_landis,Retweet
2570,joshua_landis,joshua_landis,Tweet
2571,oledi45,oledi45,Tweet
2572,Last2ndFleetCMC,dcexaminer,Retweet
2573,dcexaminer,dcexaminer,Tweet
2574,Gregory78534010,BBCWorld,Reply
2575,Rifleman4WVU,dhatfield,Retweet
2576,dhatfield,dhatfield,Tweet
2577,thebitc68134788,Jereme45,Retweet
2578,Jereme45,Jereme45,Tweet
2579,dhatfield,"HawleyMO,",Mention
2580,admz767671,mikepompeo,Retweet
2581,mikepompeo,mikepompeo,Tweet
